,text
1787, cibc ok  don t have access to computer right now 
1788, gasbuddydan when broader public service is cushioned by cola  a smugness which you re frustrated by follows  add s  https   t co wdqoi7gnmc
1789, tobypryndik hi toby  we are working on a known technical issue with accepting e transfers via mobile  if you try a  https   t co uu1wejfi1q
1790, cibc dear cibc  i m having issues with the cibc app   i m not able to open my account  would you please help me with this 
1791, xxcarsten72xx hi there  we have received your private message and will be responding to you directly from there  t  https   t co 45y4ow7ox7
1792, cibc mobile banking not working   i can t deposit a etransfer 
1793, theogsavannah you re most welcome  savannah  have a great day   rahul
1794, karmyn03 hi karmyn  if you accept the transfer through the email you received on a computer as opposed to your pho  https   t co tqojqhe7of
1795, cibc i can t view my cibc visa account info either  is that also down right now 
1796, romalow hi again  rosemary  great  i m happy to see that it worked for you  please reach out again if you should n  https   t co m6u1jic1k0
1797, cibc  graemehirst1 how do i even do that  
1798, cibc ok  did that and it worked  thanks 
1799,these suv height drive thru atm s are infuriating  i guess  cibc doesn t want customers who drive normal sized cars  https   t co svqecdmttl
1800, cibc that worked  thanks  
1801, romalow hi rosemary  if you copy the link in the text and email it to yourself  then paste it in a browser on a co  https   t co 3sunkyhhcf
1802, cibc how can you accept an e transfer when it s texted to you  not emailed  i can t figure out how to accept it  i  https   t co etywoiskn1
1803, modernize  seriously  who ever was in charge of this change should be fired  you just took away services to cut co  https   t co ndfpaglmvi
1804, cibc happy new year all   simply log in directly on the main website to do your banking    problem solved
1805, coulroghast the social media team does not have limited access to your accounts through here  if you are able to l  https   t co 9ia9htt9so
1806,rt  n3onli8  fun sunday  cbcnews mass sms phishing targeting customers of most major banks in canada  quite a few people impacted   rbc  ci 
1807,rt  cibc  cibc banking centres will be closed on new year s day  january 1st  as we bring 2018 to a close  we ll see you next year  https   
1808, cibc no  it s not convenient  i do everything else in app or website  what i need is physical services  buying coi  https   t co qs3wagcdnj
1809, codmay hi cody  we are aware of a technical issue with accepting e transfers through our mobile site and are worki  https   t co bmbmi9ohz9
1810, theogsavannah sorry  savannah   can you please try to log in to online banking using a desktop computer to accept  https   t co i90pbj4qpq
1811, cibc on hold now with your cs for 45 minutes  great way to end the year   understand it s a busy day but can you n  https   t co qttzreimwf
1813, cibc unable to accept e transfers right now   any eta on when this will be fixed 
1814, cibc this keeps happening https   t co dsqev7vhgn
1815, graemehirst1 hi graeme  we are aware of a technical issue with accepting e transfers through the mobile site  but  https   t co onsahnvhxt
1816, theogsavannah hey  katie  some users have been experiencing intermittent issues with online mobile banking  howeve  https   t co zsvs0rwsys
1817, coulroghast hi there  i d like to help out further  were you able to get in touch with a representative  if not  p  https   t co xusyngsoys
1818, axlgonzalez9 hi there  our online  mobile banking is currently down  please try to login in a few minutes to gain  https   t co 5eecnv6nzh
1819, cibc why can t i accept money into my account  what s going on
1820,hey  cibc what s going on with online banking i got bills to pay
1821, cibc what s going on with the online service   
1822,walking into cibc this morning some guy whistled at me from his car  i ignored him  he whistled again  i ignored hi  https   t co q1ig1hegpa
1823, zaspr8608 hi there  our technology team is working hard to resolve this issue  in the meantime  if you are having  https   t co o22wrcbgsc
1824, cibc  sheeepkeef 48 hours and counting     cibc i am supposed to pay my rent today 
1825,rt  n3onli8  fun sunday  cbcnews mass sms phishing targeting customers of most major banks in canada  quite a few people impacted   rbc  ci 
1826,rt  n3onli8  fun sunday  cbcnews mass sms phishing targeting customers of most major banks in canada  quite a few people impacted   rbc  ci 
1827, cibc  sheeepkeef not to mention that even when the new  one time  password worked i wasn t able to send money via  https   t co pj3pyyzndk
1828, cibc  sheeepkeef  cibc as i said in my first tweet  i already did that  3 times  and my new passwords worked exact  https   t co osd5tejrxq
1829,rt  n3onli8  fun sunday  cbcnews mass sms phishing targeting customers of most major banks in canada  quite a few people impacted   rbc  ci 
1830,swipe your cibc firstcaribbean visa debit card to pay for those accessories to complete your new year s year s eve  https   t co gcwle1acya
1831,swipe your cibc firstcaribbean visa debit card to pay for those accessories to complete your new year s year s eve  https   t co rgqbxe1iwp
1832,paying off your credit card debt in the midst of holiday spending isn t easy  but you can do it  find out how   https   t co sxlcdwj6f5
1833, cibc twice in the past 24hrs we have been on hold with support   this morning again for 35 minutes and yesterday f  https   t co 3oytzuhue7
1834,rt  cibc  cibc banking centres will be closed on new year s day  january 1st  as we bring 2018 to a close  we ll see you next year  https   
1835,paying down debt is the  1 goal for canadians says a new cibc poll  that marks the ninth straight year in which deb  https   t co wy1c6wd7yq
1836,rt  n3onli8  fun sunday  cbcnews mass sms phishing targeting customers of most major banks in canada  quite a few people impacted   rbc  ci 
1837, jmoney268 you re very welcome  jammy  if you ever need help  you know where to find us   diana
1838, cibc i went to the branch thank you 
1839,from what i ve heard  cibc s backend systems are held together by spit and baling wire  https   t co qshrqksv70
1840,the  tweets on this  twitter handle are for entertainment purposes only and they are not investment advice  weed  https   t co zkhxduivzu
1841, jmoney268 hi jammy  i have spotted your tweet and i d like to help  can you let me know what you were trying to do  https   t co cfhoe8niai
1842, arwxxo hi bella  did something happen recently  i would like the opportunity to change your opinion about us  if y  https   t co glserl7ery
1843, ovabaqhustla305 hello  we noticed your tweet and would like to learn more in order to improve our service  please  https   t co 0flu9hhqav
1844,need just a few last minute items to complete your new year s eve outfit  use your cibc firstcaribbean visa debit c  https   t co kx09c1zoga
1845,rt  cibc  introducing paymi  get double the money back  when you shop at select retailers with your cibc credit  debit  amp  prepaid cards 
1846,rt  cibc_pwm_us   g2gimpact  as you enjoy a healthy dose of holiday shopping  make sure you re taking precautions to protect yourself from 
1847, thewedgees hi adrienne  my colleagues are working hard to help have this resolved  in the meantime  please use our  https   t co iyxm4nvvvt
1848, dianaldoherty hi diana  our online mobile banking is currently unavailable  i do apologize for the inconvenience   https   t co zmifvl7cwt
1849,get that additional layer of security when you use your cibc firstcaribbean visa chip  amp  pin and contactless card fo  https   t co quq38wfq9e
1850, robinfralick hi robin  we are aware of an issue with our mobile banking and are working hard to resolve it  in the  https   t co akmexw7qrm
1852, mrjessedeath i d like to help  can you please let me know more about the issue you re receiving when accepting you  https   t co pttjszbfw3
1853,get that additional layer of security  when you use your cibc firstcaribbean visa chip  amp  pin and contactless card f  https   t co y05hyshcbp
1854, cibc any idea when mobile banking will work  have a mortgage payment due tomorrow and need to deposit an etransfer  https   t co nsrsy0y36n
1855, jedigavin hi gavin  our online mobile banking is currently unavailable  our technology team is aware of the issue  https   t co cgrxvbzkzp
1856, azzy1907 hi there  can you please send me a screenshot of the issue you re receiving in a direct message  thank yo  https   t co viwqfhsupj
1857, cibc any reason why mobile online banking is down and i can t access e transfers 
1858, cibc when will cibc mobile banking be back up
1859, typo_eh hi there  our technology team is aware of the issue and we are working hard to resolve the issue for you   https   t co dwolpwti3b
1860,we would like to send a big shout out to chantal craig and her team cibc as today is their last day of their  uwnbc  https   t co sixfztfm7u
